"DateTime","CLOSE"
2023-01-03,567.1
2023-01-04,538
2023-01-05,520.1
2023-01-06,527.5
2023-01-09,525.8
2023-01-10,521.2
2023-01-11,519.6
2023-01-12,525.9
2023-01-13,565
2023-01-17,547.3
2023-01-18,563.5
2023-01-19,549.3
2023-01-20,563.9
2023-01-23,563.9
2023-01-24,563.9
2023-01-25,563.9
2023-01-26,563.9
2023-01-27,563.9
2023-01-30,552.4
2023-01-31,540.5
2023-02-01,551.4
2023-02-02,534.2
2023-02-03,531.9
2023-02-06,518.6
2023-02-07,530.3
2023-02-08,544.6
2023-02-09,554.8
2023-02-10,554
2023-02-13,563
2023-02-14,571.5
2023-02-15,567
2023-02-16,583.3
2023-02-17,573.7
2023-02-21,557
2023-02-22,555.1
2023-02-23,534.4
2023-02-24,553.1
2023-02-27,552
2023-02-28,542
2023-03-01,557.6
2023-03-02,559
2023-03-03,568.3
2023-03-06,570.6
2023-03-07,582.8
2023-03-08,564.7
2023-03-09,560.7
2023-03-10,546
2023-03-13,552.6
2023-03-14,529.5
2023-03-15,522.6
2023-03-16,493.8
2023-03-17,498.5
2023-03-20,476.6
2023-03-21,488.5
2023-03-22,499.7
2023-03-23,503.5
2023-03-24,503.3
2023-03-27,504.7
2023-03-28,517.8
2023-03-29,525
2023-03-30,521.5
2023-03-31,522.9
2023-04-03,569.7
2023-04-04,583.4
2023-04-05,583.4
2023-04-06,584.2
2023-04-10,587.9
2023-04-11,588.6
2023-04-12,593.8
2023-04-13,601
2023-04-14,596.2
2023-04-17,601.3
2023-04-18,597.2
2023-04-19,583.7
2023-04-20,578
2023-04-21,565
2023-04-24,562
2023-04-25,575
2023-04-26,556.5
2023-04-27,525.3
2023-04-28,530
2023-05-01,530
2023-05-02,530
2023-05-03,530
2023-05-04,496.9
2023-05-05,495.1
2023-05-08,513.9
2023-05-09,515.6
2023-05-10,519.4
2023-05-11,513
2023-05-12,494.8
2023-05-15,494.4
2023-05-16,503.6
2023-05-17,498
2023-05-18,513.6
2023-05-19,518.6
2023-05-22,503.5
2023-05-23,514.8
2023-05-24,526.5
2023-05-25,529.2
2023-05-26,520
2023-05-30,525
2023-05-31,525
2023-06-01,505.9
2023-06-02,518.3
2023-06-05,527.8
2023-06-06,525
2023-06-07,523.7
2023-06-08,535.6
2023-06-09,525.5
2023-06-12,514.5
2023-06-13,507.9
2023-06-14,524.4
2023-06-15,516
2023-06-16,529.5
2023-06-20,533.9
2023-06-21,550.2
2023-06-22,550.2
2023-06-23,550.2
2023-06-26,542
2023-06-27,542.2
2023-06-28,533.9
2023-06-29,532.9
2023-06-30,538.5
2023-07-03,550.6
2023-07-05,553
2023-07-06,557.9
2023-07-07,560.8
2023-07-10,567.2
2023-07-11,567.6
2023-07-12,574.3
2023-07-13,580
2023-07-14,586.5
2023-07-17,576.7
2023-07-18,576.2
2023-07-19,586.7
2023-07-20,584.3
2023-07-21,587.6
2023-07-24,587.6
2023-07-25,599.3
2023-07-26,614.1
2023-07-27,602.9
2023-07-28,598.5
2023-07-31,597.1
2023-08-01,619.5
2023-08-02,625
2023-08-03,605.5
2023-08-04,622.1
2023-08-07,628.7
2023-08-08,621.4
2023-08-09,631.3
2023-08-10,640.2
2023-08-11,642.2
2023-08-14,656.7
2023-08-15,662.9
2023-08-16,654.2
2023-08-17,654.4
2023-08-18,657.8
2023-08-21,677.8
2023-08-22,670.4
2023-08-23,663.3
2023-08-24,677.1
2023-08-25,687
2023-08-28,686
2023-08-29,636
2023-08-30,635
2023-08-31,637
2023-09-01,654.1
2023-09-05,670.2
2023-09-06,686.6
2023-09-07,691.7
2023-09-08,690.6
2023-09-11,686.4
2023-09-12,696.4
2023-09-13,707.9
2023-09-14,728.3
2023-09-15,735.8
2023-09-18,743.7
2023-09-19,733.4
2023-09-20,718.4
2023-09-21,722
2023-09-22,736
2023-09-25,730
2023-09-26,715
2023-09-27,696.7
2023-09-28,714.3
2023-09-29,714.3
2023-10-02,714.3
2023-10-03,714.3
2023-10-04,714.3
2023-10-05,714.3
2023-10-06,714.3
2023-10-09,656.8
2023-10-10,657.2
2023-10-11,662.4
2023-10-12,648.4
2023-10-13,656.7
2023-10-16,678.3
2023-10-17,674.2
2023-10-18,688.1
2023-10-19,686.7
2023-10-20,699.4
2023-10-23,689.2
2023-10-24,679.9
2023-10-25,663
2023-10-26,668.3
2023-10-27,671.7
2023-10-30,683
2023-10-31,672.3
2023-11-01,646.5
2023-11-02,649
2023-11-03,656.8
2023-11-06,645.8
2023-11-07,623
2023-11-08,607.9
2023-11-09,594.6
2023-11-10,596.6
2023-11-13,594.7
2023-11-14,604.7
2023-11-15,603.1
2023-11-16,588.6
2023-11-17,562.2
2023-11-20,582
2023-11-21,585.5
2023-11-22,588.8
2023-11-24,578.7
2023-11-27,566.3
2023-11-28,566.5
2023-11-29,571.6
2023-11-30,575
2023-12-01,569.7
2023-12-04,553.2
2023-12-05,555.1
2023-12-06,554.1
2023-12-07,535.4
2023-12-08,548.5
2023-12-11,556.1
2023-12-12,554.6
2023-12-13,521.1
2023-12-14,529.6
2023-12-15,543.9
2023-12-18,547.4
2023-12-19,551
2023-12-20,558.4
2023-12-21,559.7
2023-12-22,560.4
2023-12-26,553.3
2023-12-27,568
2023-12-28,558.8
2023-12-29,518.8


数据来源：Wind
